text,hashtags,placename
"b'@karishmakotak \\n"" if you really love your girl,you don\'t let her go to sleep mad or update at\\u2026 https://t.co/1LSaiH7igR'",,"Toronto, Ontario"
"b""@AjitPaiFCC If ISPs like Verizon want us to trust them without tight net neutrality restrictions, they shouldn't be\\u2026 https://t.co/47rxwKFb1L""",,"Toronto, Ontario"
b'Lol napping or studying \\U0001f605\\U0001f914\\U0001f914',,"Toronto, Ontario"
"b""Two things: \\n1) Andrea Horvath looks like she's plotting to kill someone in their sleep here\\n2) The @OntarioNDP nee\\u2026 https://t.co/QQiA3Zy1qc""",,"Toronto, Ontario"
"b""@cjmcginnis A3 It's easy to break down long flights with shorter ones so that the person can rest and relax. The tr\\u2026 https://t.co/QvFLkxpszj""",,"Toronto, Ontario"
"b""@cjmcginnis A4 LAX-LHR It's a perfect flight to relax, eat, sleep and have a good time. It is also a great length f\\u2026 https://t.co/lRDivzajiV""",,"Toronto, Ontario"
b'Howra fought me cause I fell asleep three times during Pride and Prejudice and halfway through we had to take a nap',,"Toronto, Ontario"
b'Finally got some much needed sleep &amp; rest on this #Saturday after very busy #work week. Happy 2 get into the festiv\\u2026 https://t.co/DxMPQHsgAJ',"Saturday,work","Toronto, Ontario"
"b""Yknow you're tired when you sleep thru all of your alarms and/or shut them off without realizing it... lol""",,"Toronto, Ontario"
b'Bye @ShawnMendes I love u so so so much we lay under the same stars no matter how far apart we are enjoy making the rest of SM3 \\U0001f60d\\U0001f60d\\U0001f60d\\U0001f60d',,"Toronto, Ontario"
"b'@SOB_COMIX @slimyswampghost all I ever need in that is 28 days later, on a loop, for the rest of my life.'",,"Toronto, Ontario"
b'Svp laissez moi dormir ce week end \\U0001f62d',,"Toronto, Ontario"
b'Just a night sleep and peace and quiet. Planning to go to Ministry Of Community and Social Services 9am Sharp',,"Toronto, Ontario"
"b'planes, trains, and automobiles. mean girls, sleepless in seattle. and it\\u2019s not a movie but MASH the show, I always\\u2026 https://t.co/JzVuvXk8t8'",,"Toronto, Ontario"
b'Learned the value of sleep this week \\U0001f634\\U0001f62a #Grateful',Grateful,"Toronto, Ontario"
"b'Wednesdays are like a paycheck after tax. Half is already gone, but maybe you can enjoy the rest. https://t.co/cCm6sNSJ7C'",,"Toronto, Ontario"
"b'So here I am, running on 3hours of sleep, and they\\u2019re asking me what my plans are after taking liberal arts.\\n\\nNow I\\u2026 https://t.co/Kd4IBWrTNU'",,"Toronto, Ontario"
b'how long will y\\u2019all sleep on PC music?',,"Toronto, Ontario"
"b""This day has lasted 3.5 weeks. Good night, get some sleep and let's do it all again tomorrow.""",,"Toronto, Ontario"
b'#BagIt #RedTag it!! The #Raps put this one to sleep!! #NBA #RTZ #CharlotteStung\\u2026 https://t.co/su5mdCarqH',"BagIt,RedTag,Raps,NBA,RTZ,CharlotteStung","Toronto, Ontario"
b'I\\u2019m just really glad that I have my sister @auraLast through all of life\\u2019s weirdness and lack of sleep and sadness\\u2026 https://t.co/0JGkz0vwZ8',,"Toronto, Ontario"
"b""Me: yo *knock *knock *knock\\nMe: shit.... Shakes the bed.... Shit still nothing \\nMe: damn she's a heavy sleeper\\nHer:\\u2026 https://t.co/ccNeH2Yngn""",,"Toronto, Ontario"
b'I love hotel pillows! always sleeping like a baby on my layovers \\U0001f60d\\U0001f634',,"Toronto, Ontario"
"b""I don't mind getting home stupid late from gigs but I hate going home knowing I only get 5 hours of sleep then start work again @ 10am \\U0001f641""",,"Toronto, Ontario"
b'@tanayawinder We \\U0001f44f\\U0001f3fc deserve \\U0001f44f\\U0001f3fc sleep',,"Toronto, Ontario"
b'@heliosiamallfa1 @Rightwingmadman @JamesOKeefeIII @washingtonpost @BillClinton @chicagotribune @BrietbartNews Paper? Where\\u2019s the rest of it.',,"Toronto, Ontario"
b'@ChisagoCountySO That is what I call restraint.',,"Toronto, Ontario"
"b""It's only 11pm and Im sleepy. Gonna be a long night""",,"Toronto, Ontario"
"b""I'ma need y'all to pray for me, cause the next 5 days imma be running on 2 hours of sleep a night.""",,"Toronto, Ontario"
b'Preciso acordar 6:45 pra trabalhar e to aqui ainda sem dormir! O que \\xe9 um milagre pq ando dormindo 9 da noite',,"Toronto, Ontario"
b'Mood for the rest of 2017 https://t.co/oqUJFOO2s7',,"Toronto, Ontario"
"b""HONK zzzz... honk zzz..... hoonk zzzzz (that's me sleeping)""",,"Toronto, Ontario"
b'Update: I\\u2019m not going I\\u2019ll rather just sleep abeg I cnt come and start doing makeup and have to start searching for\\u2026 https://t.co/ez7Jmq1M0S',,"Toronto, Ontario"
b'Boy oh Boy! What a busy day!\\n\\nWe will be sleeping easy tonight knowing that we helped a lot of\\u2026 https://t.co/LQ4VrOS48J',,"Toronto, Ontario"
"b'@cameronmartins I\\u2019m not sure he works on child predator restraining orders, idk I\\u2019ll double check with him'",,"Toronto, Ontario"
b'Spent the afternoon brainstorming ways to expand and grow the blog \\U0001f44d and now I\\u2019m tired \\U0001f602 time for a pre-dinner nap!',,"Toronto, Ontario"
b'Looking forward to meeting all my new students in Haiti soon! Just a few more sleeps before the\\u2026 https://t.co/cnql9SCdUZ',,"Toronto, Ontario"
b'I\\u2019m just out here tryna sleep and my girl willow keeps farting and it smells so bad it keeps waking me up... she\\u2019s\\u2026 https://t.co/5PGn96sDCc',,"Toronto, Ontario"
b'sleeping alone feels so weird when you\\u2019re so used to falling sleep/waking up beside someone',,"Toronto, Ontario"
"b'I sleep walk but I also have sleep terrors, so it\\u2019s kind of like having a haunted roomba that knocks over your Ming dynasty vases.'",,"Toronto, Ontario"
"b'Whoever restrains his words has knowledge, and he who has a cool spirit is a man of understanding.  - Proverbs 17:27'",,"Toronto, Ontario"
b'@sebbyconfetti @maruti_bitamin Lmaooooooo I messed up my sleep cuz I fell asleep at 8pm hahahhaha was good though',,"Toronto, Ontario"
b'I love sleeping a little to much sometimes',,"Toronto, Ontario"
b'i honestly though the coffee would keep me awaake but i keep passing out and taking power naps lol',,"Toronto, Ontario"
b'@mrbowers Thing is I want to be a morning &amp; night person. Death to sleep.',,"Toronto, Ontario"
"b""She's sleeping and I'm ded. https://t.co/l5pYkydxb2""",,"Toronto, Ontario"
b'Took like two naps today hbu',,"Toronto, Ontario"
"b'Check out my Apartment on Airbnb: BUS AT FRONT DOOR 15 MINS TO DOWNTOWN, sleeps 3 https://t.co/EPUqzkuDCZ'",,"Toronto, Ontario"
"b'Check out my Apartment on Airbnb: Big Bright clean room bus at the front door, sleeps 3 https://t.co/NXCpEidvIb'",,"Toronto, Ontario"
"b'Check out my Apartment on Airbnb: Big bright room bus at door 15 mins downtown, sleeps 3 https://t.co/Oe7MFAAc3p'",,"Toronto, Ontario"
"b'Check out my Apartment on Airbnb: Great room Real beds Minutes from the subway, sleeps 3 https://t.co/x1uVuJhpju'",,"Toronto, Ontario"
b'@chelseadpc Ummm why does anyone have insomnia? Haha',,"Toronto, Ontario"
b'All men are canceled for the rest of my life I swear',,"Toronto, Ontario"
b'I need one day where i can sleep 24 hours',,"Toronto, Ontario"
b'Momento de detenerme e ir a dormir',,"Toronto, Ontario"
b'No s\\xe9 cu\\xe1ntos d\\xedas tengo ya sin dormir',,"Toronto, Ontario"
"b'it\\u2019s basically December and I\\u2019m sleeping with the windows open, but global warming ain\\u2019t real'",,"Toronto, Ontario"
"b""I need a couple of pots of coffee &amp; a miracle! I have a bowling tournament tonight &amp; I didn't sleep all night last\\u2026 https://t.co/yQGUb1hOqt""",,"Toronto, Ontario"
b'Inhale positivity first thing in the morning and the rest will follow.',,"Toronto, Ontario"
b'Kilicdarrrrrr sana diyorum sana BELGELERI YAYINLA HUOOOOO nato kafa nato mermer. Yanlislikla pdf\\u2019i mi sildi napti bu adam.',,"Toronto, Ontario"
b'You showed remarkable restraint \\U0001f609 https://t.co/wKVJj5NoX0',,"Toronto, Ontario"
b'Morning goodness \\U0001f33b\\u2615\\ufe0f\\U0001f60c hope everyone slept well ! XO\\n~\\n#SexyMorning #TorontoEscort #GoodGirl #naughty #views\\u2026 https://t.co/6lwVgDnY6Q',"SexyMorning,TorontoEscort,GoodGirl,naughty,views","Toronto, Ontario"
"b""if you walk slowly, especially when it's cold outside on a busy street, jussssss know I am restraining myself from\\u2026 https://t.co/cU8I1nwmvu""",,"Toronto, Ontario"
b'Trying to fight a nap. It\\u2019s time to just give in.',,"Toronto, Ontario"
b'trying not to take a depression nap cause i have work at 10am tomorrow and my sleep schedule is already fucked',,"Toronto, Ontario"
b'conceal and highlight ur undereyes. We aint looking like we lost sleep over noooooobody',,"Toronto, Ontario"
b'#IBMDIF Toronto is only one more sleep. Looking forward to being a part of the future. https://t.co/W2Nv3kz3AF',IBMDIF,"Toronto, Ontario"
b'KD and Westbrook let their naps butterfly kiss for what.',,"Toronto, Ontario"
"b""I can't even Roll in peace \\nEverybody notice me\\nI can't even go to sleep\\n\\n....\\n\\nHe don't even believe in Jesus\\nWhy you got a Jesus piece?""",,"Toronto, Ontario"
b'I was a grumpy sleeper',,"Toronto, Ontario"
b'Go back to sleep or start doing papers \\U0001f914\\U0001f914',,"Toronto, Ontario"
"b""i need to sleep but i don't want to stop reading about the church of satan""",,"Toronto, Ontario"
b'Lemmie go and sleep \\U0001f629',,"Toronto, Ontario"
b'Lemme nap lol',,"Toronto, Ontario"
"b'Thank god, the Eagles just booked another reunion tour. Now I can sleep again'",,"Toronto, Ontario"
b'Taking this as an excuse to buy Gatorade products for the rest of my retired athlete life \\U0001f481\\U0001f3fc\\u200d\\u2640\\ufe0f #sistersinsweat\\u2026 https://t.co/cAnPzmlvol',sistersinsweat,"Toronto, Ontario"
b'took a nap in alessia\\u2019s car during my 4 hr break... my back hurts but I\\ufe0f feel energized af',,"Toronto, Ontario"
b'I have one if these in the freezer so ANYONE (with or without dietary restrictions) can enjoy\\u2026 https://t.co/iRgNLGoCwZ',,"Toronto, Ontario"
b'So now the question is where is Gucci Grace #Mugabe and the rest of her #g40 supporter ana Wikinero?!  #Zimbabwe\\u2026 https://t.co/n9qnT6z3dF',"Mugabe,g40,Zimbabwe","Toronto, Ontario"
"b'Having insomnia is probably one of the worst things ever, all day long you\\u2019re tired and when night comes, your body\\u2026 https://t.co/Jaa0mtkG5J'",,"Toronto, Ontario"
b'That thing where your body naturally wakes up 4 hours before your alarm because you got over 8 hours of good sleep\\u2026 https://t.co/R59wv06p0S',,"Toronto, Ontario"
b'to pensando seriamente em passar o resto do dia enfiado no cinema. quero muito ver lady bird e wonder.',,"Toronto, Ontario"
b'Oooooh. Ouch. \\U0001f614 may he rest in peace. #RIPDavidCassidy https://t.co/q9d03srNal',RIPDavidCassidy,"Toronto, Ontario"
b'Work while others sleep...do more...want more...be more!!! #galaxytraining #grindgang #WeNeverStop',"galaxytraining,grindgang,WeNeverStop","Toronto, Ontario"
b'me appearing in chanyeols room at night to watch him sleep https://t.co/yj3hriOhkw',,"Toronto, Ontario"
"b""Shame really i found Tillerson's dulcet tones quite soothing and his speeches a real cure for insomnia""",,"Toronto, Ontario"
"b'@TheWikiHowGuy you are in for a real good sleep, my dude'",,"Toronto, Ontario"
b'I need a miracle to fix my sleeping schedule for school.',,"Toronto, Ontario"
"b""This'll be a bit like the Avignon papacy. But rest assured, neither side has any interest in stopping banks from ri\\u2026 https://t.co/vqHLVPP1qJ""",,"Toronto, Ontario"
b'Maybe Alastair Cook will be a huge addition next test after a couple of days rest \\U0001f644 #Ashes',Ashes,"Toronto, Ontario"
"b""I feel sick\\U0001f637 right now... I guess it's all those nights when I slept on those roofs and climbed\\u2026 https://t.co/xWf5vpu0K3""",,"Toronto, Ontario"
b'@Maroon_Club @andron_6 @FordhamSoccer Congrats @andron_6 and the rest of the squad!',,"Toronto, Ontario"
"b'@cowmaichard Sige bes happy cooking.. sleep na rin ako, kanina pa ako dito haha.. walang magawa eh. Sitting pretty hehe. Char!'",,"Toronto, Ontario"
"b'@MStrooo6, I need one of these with a 2018 date on it. If you and the rest of the @BlueJays could help me out with\\u2026 https://t.co/b94lP8qeUA'",,"Toronto, Ontario"
b'Find your own flavour and fuck the rest',,"Toronto, Ontario"
b'Torn between wanting to watch all of #ThePunisher in one sitting and not wanting it to end. And also needing sleep.',ThePunisher,"Toronto, Ontario"
b'I\\u2019m so tired but can\\u2019t fucking sleep to save my life',,"Toronto, Ontario"
b'Who puts the lock button RIGHT NEXT to the restart button',,"Toronto, Ontario"
"b'Looking forward to the rest of this week, DJing &amp; celebrating a friends Bday \\U0001f388 @ Queen Street West https://t.co/E1sLWNw28D'",,"Toronto, Ontario"
"b'.@lts101 ~ Re: my earlier tweet.\\nI rest my case.\\nOh, you might need a cold shower after looking at these pics \\U0001f600 https://t.co/ozsLpAkDpJ'",,"Toronto, Ontario"
b'Caught sleeping \\U0001f60c here on stage. #B2BMarketing #socialmedia is exciting! #PRCANADA2 https://t.co/8QmiGkPDGw',"B2BMarketing,socialmedia,PRCANADA2","Toronto, Ontario"
"b'tell me how i was walking faster than anyone around me, headphones in, with resting bitch face not making eye conta\\u2026 https://t.co/GfchSGiJtk'",,"Toronto, Ontario"
b'Right in the feels. #puppies faith in humanity restored. https://t.co/qMcKBIx9vw',puppies,"Toronto, Ontario"
b'The thought of no #NetNeutrality for our neighbours across the border is worse than Canadians being restricted from\\u2026 https://t.co/Bt9neVi0h4',NetNeutrality,"Toronto, Ontario"
b'\\U0001f4bb 9/32 While you were sleeping \\U0001f634',,"Toronto, Ontario"
"b""Note to Self: No more caffeine close to sleep hours! \\u2615\\ufe0f I am wired!\\u26a1\\ufe0f\\U0001f440 But my body knows it's \\U0001f634 time! The dilemma \\U0001f629\\u2026 https://t.co/YHkU5s644J""",,"Toronto, Ontario"
"b""Breakfast poutine @HollandaiseTO and I'm ready to take on the world ... well, maybe after a little nap. :)""",,"Toronto, Ontario"
b'@theyeezymafia Canada restock?!',,"Toronto, Ontario"
b'Ahah u expect me to start counting ion even know how many people I slept with when I was a baby\\U0001f937\\U0001f3fb\\u200d\\u2640\\ufe0fbut this year I\\u2026 https://t.co/uChYzQMumH',,"Toronto, Ontario"
"b'Finally back to school! Stay tuned for an even more stressed, emotional, and sleep deprived Cassie than ever before!'",,"Toronto, Ontario"
b'I think i tweaked something inside my right knee at basketball and idk what to do with myself so I feel like sleep is the answer',,"Toronto, Ontario"
"b'Lost wallet, phone dead, slept in, missed the bus, late for work. FUCK THIS DAY'",,"Toronto, Ontario"
b'Tfw your toddler\\u2019s nap schedule is messed up on the east coast but there is no point of fixing it because you\\u2019ll soon go back.',,"Toronto, Ontario"
b'kamerayi napicaksin diye amciklara cevabim: aci bakicam onunla orospu cocuklari',,"Toronto, Ontario"
b'\\u270c\\U0001f3fc\\U0001f919 Twitter its nap time!  Go Thunder!! \\U0001f601 #ThunderNation @ThunderCWHL',ThunderNation,"Toronto, Ontario"
"b'I don\\u2019t know about you, but I really need a nap. Thankfully I have this robe-esque coat to get\\u2026 https://t.co/7eRcB6EUUJ'",,"Toronto, Ontario"
b'@nidamonis @HumaraKausar lol \\U0001f61d in my phone \\U0001f4f1 forever xo \\U0001f618 popping in to say have a restful Monday night Xo #giggles\\u2026 https://t.co/iusZX5Kshy',giggles,"Toronto, Ontario"
"b'I feel like all I\\u2019ve done lately is work, eat and sleep'",,"Toronto, Ontario"
"b'Pag masdan ala-alang nag daan , mga halik mo na dumapo sa mga labi, mga matatamis na pangako na napako.'",,"Toronto, Ontario"
b'Good night everyone. We need to get some good rest if we want to restore the West',,"Toronto, Ontario"
"b'Lemme sleep , got a lonnnnnnng ass day tomorrow .'",,"Toronto, Ontario"
b'Teh bat ka ba nagmamadali kaninang napalibutan ka na namin kaninang uwian ha?\\U0001f602\\U0001f644\\U0001f595',,"Toronto, Ontario"
"b'Damn! 12 hour @twitter restrictions! For posting this to #MAGA idiots. \\nTo state the obvious, anyone supporting\\u2026 https://t.co/ONSyKy9zmz'",MAGA,"Toronto, Ontario"
b'Dreaming of trance while i sleep on daddy. #thatstrance @musicfirst_\\u2026 https://t.co/MAKyAKX1sM',thatstrance,"Toronto, Ontario"
b'Taking a rest day due 2 pains in my one knee...\\U0001f61c Feeling the pains of getting older...\\U0001f62f Good day 4 catch up time on\\u2026 https://t.co/MhMu4jzoEo',,"Toronto, Ontario"
b'Napuno na si @mainedcm napansin ko na din to pero tumahimik nlang ako kase super close nya ung fans n nagpopost.',,"Toronto, Ontario"
"b'Can I hit restart on the week? I need twice the time cette semaine, kthxbye.'",,"Toronto, Ontario"
b'Gonna sleep goodnight',,"Toronto, Ontario"
b'This is a cry for help #colgate #crestwhiteningstripes any one ! We did not pass the napkin test https://t.co/opuIpkrCsn',"colgate,crestwhiteningstripes","Toronto, Ontario"
b'Deciding that is the rest of your life otherwise... https://t.co/Y3kp83Vx3p',,"Toronto, Ontario"
b'The legit only cool part to Justice League was Superman tracking the Flash with one eye while fighting the rest of\\u2026 https://t.co/8pLYmBC0l8',,"Toronto, Ontario"
"b'@Kazzerigian A lot of the rest of my computer is ancient though (CPU, RAM, MB, case all from 2010).  Replaced HDs,\\u2026 https://t.co/W5dKEx7lVz'",,"Toronto, Ontario"
"b'@grazzielove Are u sure sister??? What i know is they are crying a river in their sleep, kunwari lang na masaya sila. \\U0001f60f #ALDUBToSeeYouSmile'",ALDUBToSeeYouSmile,"Toronto, Ontario"
"b'Did a face mask, moisturized my curls, ate dinner, ready for bed. All I need is a boo to cuddle w/ as I sleep.'",,"Toronto, Ontario"
"b""Canada's original dragon boats may be coming to #ptbo. Ted Crouch, who restored the boats, shared how they were the\\u2026 https://t.co/aPd2YSJ4vN""",ptbo,"Toronto, Ontario"
b'I actually get mad anxiety if I go more than one night not sleeping in my bed',,"Toronto, Ontario"
"b""Too much work. I don't even keep track anymore. My ego can't handle that shit. Like, how dare this inferior zzzzz o\\u2026 https://t.co/QHjFdKgOZr""",,"Toronto, Ontario"
b'If I could never hear a @JamesArthur23 song for the rest of my life. I would be utterly grateful',,"Toronto, Ontario"
"b""Note to self: don't nap from 9pm-1am.""",,"Toronto, Ontario"
"b""Ben Tal, Economist, CIBC says he is 'loosing sleep' over NAFTA -- even though not reflected in markets yet -- at #TREF17 #CRE""","TREF17,CRE","Toronto, Ontario"
b'Looking forward to Breath of Life tomorrow!  Eat a nutritious dinner and get a good nights sleep\\u2026 https://t.co/2iQvW8WFY2',,"Toronto, Ontario"
"b""@JoyAnnReid @chicagotribune @USAOnTD still no evidence supporting a conspiracy. It's time we let it rest.""",,"Toronto, Ontario"
