text,hashtags,placename
"b'Happy #nationalphilanthropyday! You help us build new parks, playgrounds, mazes, ball diamonds, trails, gardens, ou\\u2026 https://t.co/ARkwMmxnRP'",nationalphilanthropyday,"Toronto, Ontario"
b'@JustinTrudeau We as a nation should work daily to improve the lives of all Canadians.. regardless of sexual orientation.\\U0001f1e8\\U0001f1e6',,"Toronto, Ontario"
"b""Meghan Markel reminds me of a modern Audrey Hepburn. I'm so excited to see her humanitarian work on a bigger platform""",,"Toronto, Ontario"
b'@IdiotboxWatcher I really want to know what the rationale was for this. Was it really intentional to show how pushy men can be?',,"Toronto, Ontario"
b'Make it 25 games without a goal from their blue line. Both TBL goals were from defensemen. https://t.co/77UIOBEsxZ',,"Toronto, Ontario"
b'New Facebook verification method:  \\u201cPlease upload a photo of yourself that clearly shows your face. We\\u2019ll check it\\u2026 https://t.co/SCc8QbBF5c',,"Toronto, Ontario"
"b""@digggles I even think it's fucked that there are shows on Boxing Day. I don't plan on doing anything outside of ch\\u2026 https://t.co/vrBLrNVmn2""",,"Toronto, Ontario"
b'Love watching superhero\\u2019s crossover on DC Legends of tomorrow. #superheroscrossover',superheroscrossover,"Toronto, Ontario"
b'hi my lovely friends @BornRuffians - I\\u2019m dying to hear your whole new album played through but have a big work meet\\u2026 https://t.co/Dn91S77kpr',,"Toronto, Ontario"
b'https://t.co/G2Sm2ERtye watch with an open mind!',,"Toronto, Ontario"
b'@TPSOperations I\\u2019m not sure what you can do but that #crascam would work on someone like my aunt who speaks little\\u2026 https://t.co/NcHCN6iD5p',crascam,"Toronto, Ontario"
"b'@p_guay Aside: Petrillo is one of the most talented broadcasters I\\u2019ve ever watched. She has accomplished a lot, but\\u2026 https://t.co/qmtQkFF23u'",,"Toronto, Ontario"
"b'Listen to #ambient #electronica legend #Roedelius @roedeliusmusic play #BrianEno\'s ""By This River"" and other #piano\\u2026 https://t.co/5dpokhSUsF'","ambient,electronica,Roedelius,BrianEno,piano","Toronto, Ontario"
b'@jazzdogood Are you watching ?',,"Toronto, Ontario"
b'This is NOT a drill!! #MissUniverse is on right now AND #Packers are playing. I HAVE REACHED PEAK DILA!! https://t.co/zMwtw3rcED',"MissUniverse,Packers","Toronto, Ontario"
"b""Thor looks a little worse for wear, but damb if that rugged look doesn't work on him. #Avengers #InfinityWar\\u2026 https://t.co/QIIRmuYpjs""","Avengers,InfinityWar","Toronto, Ontario"
b'\\U0001f4aa\\U0001f3fdkeep up the good work https://t.co/6VNe5iNa06',,"Toronto, Ontario"
b'Have started work on show #16.   #internetradiostations #internetradio https://t.co/lfZBaCgQeu',"internetradiostations,internetradio","Toronto, Ontario"
b'So very happy to be showing photos alongside this all-star line up of incredible women this Saturday. If you are in\\u2026 https://t.co/815liadM2v',,"Toronto, Ontario"
b'@chucktodd no kidding you rarely say you want to talk the tax bill. That showed in your interview on @MeetThePress',,"Toronto, Ontario"
b'@therealto27 @tylermadarasz47 Thanks man! Glad to hear you did well last night. The Canes have played the Jackets w\\u2026 https://t.co/RG6jdPftwZ',,"Toronto, Ontario"
"b'Been waiting 20 minutes for a 501, for on to show up full and drive by the 50+ people waiting at the stop.\\u2026 https://t.co/XnTrQ2LVEg'",,"Toronto, Ontario"
"b'Been waiting 20 minutes for a 501, for on to show up full and drive by the 50+ people waiting at the stop.\\u2026 https://t.co/XnTrQ2LVEg'",,"Toronto, Ontario"
b'So peaceful to watch.\\n\\nShot on iPhone 6S.\\n\\n#toronto \\n#torontocityhall \\n#peacegarden \\n#firepit\\u2026 https://t.co/oo9llWNvQh',"toronto,torontocityhall,peacegarden,firepit","Toronto, Ontario"
b'So uh... What else is happening in Chicago next weekend since apparently the @plainwhitets show is cancelled &amp; I do\\u2026 https://t.co/2HzxATLuPG',,"Toronto, Ontario"
b'Saw #DuaLipa \\u2018s shiny ass van show up to the venue. So excited to see u tonight babe \\U0001f63d @DUALIPA',DuaLipa,"Toronto, Ontario"
"b'""Tech companies must ask artists for permission to use their work. This is where government can come in.."" Presiden\\u2026 https://t.co/TKEy0qb0S8'",,"Toronto, Ontario"
"b'We are \\u201cUnited\\u201d , thanks for coming all the way to visit us . Had a great time watching the #tfc\\u2026 https://t.co/GxH0RAZcpJ'",tfc,"Toronto, Ontario"
"b'Just announced: next Wednesday, Nov 29 @nefemusic plays @harthouseuoft (with @SheepishlyYours)! Info: https://t.co/kT6OWXjeYP'",,"Toronto, Ontario"
b'Day 3 field trip: @CrisBeswick workshop @SAP #IntraCnf https://t.co/SVVWBqJFtq',IntraCnf,"Toronto, Ontario"
b'@PascoSheriff Always watching!',,"Toronto, Ontario"
"b'Arrive at work.\\nMe: ""Where is everyone?""\\nColleague: ""Working from home.""\\nMe: https://t.co/84eY4zzaOI'",,"Toronto, Ontario"
"b""@UShahzadi Can't wait for the resume building workshop this eve!""",,"Toronto, Ontario"
"b'@AdamAizer Late to the party. If Die Hard is not a Christmas movie, then neither is Home Alone. Both movies not abo\\u2026 https://t.co/lKbn9aj7Wf'",,"Toronto, Ontario"
b'Everyone go follow my great friend @LogicZ94 he\\u2019s a great person and hard working',,"Toronto, Ontario"
"b'@JoeyNotMoss can\'t argue that! He\'s one hell of a player. the current version of ""Charlie Hussle""'",,"Toronto, Ontario"
b'UGH watching haylor videos is making me so sad about haylor not rising at vsfs on tuesday',,"Toronto, Ontario"
"b""https://t.co/TyX8skj8Fs  I admire some of Hong Sang-soo's films, but this is an incredible critique of his work by\\u2026 https://t.co/KMYbVMKOI4""",,"Toronto, Ontario"
"b""PSA for everyone to please please watch Miss Hokusai.\\nIt's such a beautiful and well represented story about the ar\\u2026 https://t.co/QuywY9e7BF""",,"Toronto, Ontario"
"b""#VibeMorningMix coming up!! Make sure you're tuned into @vibe105to or watching the live Facebook Stream!! \\U0001f525\\U0001f525\\u2026 https://t.co/BSlrD1kGb0""",VibeMorningMix,"Toronto, Ontario"
b'It\\u2019s that time of year when I can leave my lunch for work \\u201crefrigerated\\u201d in my car... which means less to carry out\\u2026 https://t.co/ETdItYrL24',,"Toronto, Ontario"
b'@Stranger_Things this show has been so #important for my #teen #patients in highlighting the importance of\\u2026 https://t.co/0A06yC35dN',"important,teen,patients","Toronto, Ontario"
b'Kiddo gone with her dad to the movies. I have an unprecedented 2.5 hours of free time! Woot!',,"Toronto, Ontario"
b'Always working... #intheseatsintheseats #cineplex #asilentvoice @ Yonge-Dundas Square https://t.co/mL5SfKRYtP',"intheseatsintheseats,cineplex,asilentvoice","Toronto, Ontario"
b'. @JayeRobinson @TorontoPolice there is a man in the playground at yonge and Lawrence that resembles the stabbing suspect #URGENT',URGENT,"Toronto, Ontario"
"b'Getting fresh for the @itslilwindex show tonight with ""apprentice"" barber Nicole. Tbh she did a\\u2026 https://t.co/veGBxwxqnz'",,"Toronto, Ontario"
"b""First @OfficialCricut project and I'm over the moon! What a great way to showcase my signed ticket from\\u2026 https://t.co/HzHCLMV7Id""",,"Toronto, Ontario"
"b'Colin Campbell on our show Monday:  there is consultation and advise in all cases -- goalie interference &amp; such, re\\u2026 https://t.co/cuBA9SZMfA'",,"Toronto, Ontario"
b'Am I\\ufe0f just sleepy or did the #Leafs play well in both the first AND second period? #TMLtalk',"Leafs,TMLtalk","Toronto, Ontario"
"b""April what are you doing? You're being extremely disrespectful to Ethan. Girl chill the heck out, you're acting lik\\u2026 https://t.co/rzZ84Wart5""",,"Toronto, Ontario"
b'@TOWARF @POCOMAR1 @CCGACA This is a great idea. We do a similar session each winter and it is informational and very popular. Nice work',,"Toronto, Ontario"
b'-makes my cats watch me dance to a 35-song-long #Drake playlist I made-',Drake,"Toronto, Ontario"
"b'With everything playing out in the news recently, this hits home. The uncomfortable smile or laugh is my go to+like\\u2026 https://t.co/MZZxBNpPcE'",,"Toronto, Ontario"
b'Frank Sinatra music loud asf is chill',,"Toronto, Ontario"
"b""Sylvia Sutherland finds a long-lost letter that shows another Canadian's frustration with @realdonaldTrump.\\u2026 https://t.co/h9xnuRd5vs""",,"Toronto, Ontario"
b'Just a heads up for those playing Shadow of War on the Xbox One X with a 4K TV. Make sure and download the 4K Cinem\\u2026 https://t.co/tRygr9FJi0',,"Toronto, Ontario"
b'guys it\\u2019s cool if youd on\\u2019t want to see the movie but some of us just want to drink scotch and watch jason momoa throw a trident in peace',,"Toronto, Ontario"
"b'Hook: a 2-parent home with a lovely mom. Dad misses baseball games but through a central act of redemption, wins ov\\u2026 https://t.co/dfApesWbMF'",,"Toronto, Ontario"
b'2 of our literary favs just showed up for #yelpgetslit #wereallalittlemad #aliceinwonderland https://t.co/viu7esrqpN',"yelpgetslit,wereallalittlemad,aliceinwonderland","Toronto, Ontario"
b'Visited the @ScarbWomensCtr where I met some inspiring women doing great work in our community. We discussed import\\u2026 https://t.co/vNecaR0Xyj',,"Toronto, Ontario"
b'Mad love for @alienskin #exposurex3 both my digital and scanned film work says thank you \\U0001f64f where have you been all this time?',exposurex3,"Toronto, Ontario"
b'nah ive got 2 more tracks to get to 1k then im dropping another that way everything I got up 1k plays or over almos\\u2026 https://t.co/lFb5533ImZ',,"Toronto, Ontario"
b'$GE says the average hospital generates 50 petabytes of data a year - only 3% of that data is analyzed. \\nThat shows\\u2026 https://t.co/hf5ORmG7WZ',,"Toronto, Ontario"
"b'Off to Day five of the One of a kind, Toronto! #OOAKX17\\n\\nEasy shopping day, everyone else has to work!! https://t.co/iAy1gThOI1'",OOAKX17,"Toronto, Ontario"
"b'Polak trying to ""clear the net"" but actually just screening his own goalie basically sums up what kind of player he is.'",,"Toronto, Ontario"
b'In the middle of those players is a goalie that stood on his head to help take out the 1st place\\u2026 https://t.co/mROD9zk2NO',,"Toronto, Ontario"
"b'Cue discussion of ""fragile"" egos and ""soft"" mentality in players under incessant negative scrutiny. This does have\\u2026 https://t.co/UZWAe9QX9z'",,"Toronto, Ontario"
b'What should I do if I don\\u2019t want to hear to TV show you watch on loud speaker at bus number 8655 southbound don mills @TTChelps',,"Toronto, Ontario"
b'What should I do if I don\\u2019t want to hear to TV show you watch on loud speaker at bus number 8655 southbound don mills @TTChelps #Sar_Be_Daar',Sar_Be_Daar,"Toronto, Ontario"
b'One more sleep til\\U0001f1e8\\U0001f1e6 biggest show. @CFL #GreyCup #Ottawa https://t.co/pGyEUK7rVf',"GreyCup,Ottawa","Toronto, Ontario"
"b'Countries that have made concerted effort to increase gender diversity in the workplace include,\\u2026 https://t.co/qoHyu8cxTA'",,"Toronto, Ontario"
b'@CoachSark get the ball to Julio he\\u2019s the best wr in the nfl',,"Toronto, Ontario"
"b""Kinda hard not to shed a tear while watching Auston's parents hear their son's name picked 1st overall! #IAmAustonMatthews @AM34 #TMLtalk""","IAmAustonMatthews,TMLtalk","Toronto, Ontario"
b'you know what i love? having to do an essay with your brother in the next room making mad noises while playing his video games. #mylife',mylife,"Toronto, Ontario"
"b'@brianstelter let me introduce you to @iamsambee ...not sure if you know HER but SHE has a late night show, and SHE kicks ass.'",,"Toronto, Ontario"
"b'On December st,1 the world will unite to show support for the fight against #HIV and #AIDS. To learn more about\\u2026 https://t.co/XTwqBPvGBl'","HIV,AIDS","Toronto, Ontario"
b'Hey I need to watch. Taking frvr \\U0001f60f\\U0001f612\\U0001f92c\\U0001f621',,"Toronto, Ontario"
"b'@SeIpsa @J_Dot_J @DCDouchbag @LawyerCat_ I once worked for a guy who had finished his MA, but not his doctorate. On\\u2026 https://t.co/L3EbDYypCS'",,"Toronto, Ontario"
b'On my way to film the extremely late review for #StarWarsBattlefrontII I wanted to make sure I played every aspect\\u2026 https://t.co/y9xp1UTgOg',StarWarsBattlefrontII,"Toronto, Ontario"
"b'There\\u2019s 5 Toronto shows for the Freudian tour, if I don\\u2019t get tickets\\u2639\\ufe0f'",,"Toronto, Ontario"
b'#tbt to our media tour of the Christian Dior exhibition at the @romtoronto. This crimson work of\\u2026 https://t.co/D2DTtMGizp',tbt,"Toronto, Ontario"
b'Me: im gonna be productive and not spend all day watching memes \\nAlso me: https://t.co/fsTPawPyDh',,"Toronto, Ontario"
b'NHL awards watch: Hart belongs to Stamkos in stellar comeback year\\nhttps://t.co/6jvIKLMhC5',,"Toronto, Ontario"
b'Can an NHL team succeed with a bottom-5 power play?\\nhttps://t.co/RhpVO1eWEJ',,"Toronto, Ontario"
"b'Great message from our keynote speaker Hassan Yussuff, president, @CanadianLabour. ""Farm workers aren\'t allowed to\\u2026 https://t.co/5f4TMjppiF'",,"Toronto, Ontario"
"b""Ranking the 5 best moments from Matthews' first 100 NHL games\\nhttps://t.co/kN14NQfchf""",,"Toronto, Ontario"
"b""Want some top-notch movement? You'll wanna see this play from @PKSubban1 \\u27a1\\ufe0f @KevinFiala22. #WPGvsNSH\\nhttps://t.co/7emvbxcZrh""",WPGvsNSH,"Toronto, Ontario"
b'White people who think spanking is just a form of physical punishment shows they out the loop. Raise your kids the\\u2026 https://t.co/OIAE6dIFsk',,"Toronto, Ontario"
b'Just watched @rickmercer episode with @jannarden at the @calgaryzoo and it looks like Jann\\u2019s lost weight.  You look\\u2026 https://t.co/VfdsDzOZfT',,"Toronto, Ontario"
b'Gudas did not expect to be suspended 10 games \\nhttps://t.co/AZ5SeT1o4v',,"Toronto, Ontario"
"b""T'achalla showing Xeno's second third cousin who's boss. #Avengers #InfinityWar #AvengersInfinityWar https://t.co/jFe9p89CDN""","Avengers,InfinityWar,AvengersInfinityWar","Toronto, Ontario"
b'Thread on the latest ILL workaround from an ILL librarian. https://t.co/yK6sEibL0e',,"Toronto, Ontario"
b'of course there\\u2019s a Spotify playlist for the music from This Is Us',,"Toronto, Ontario"
b'Ive watched the Avengers Infinity War trailer about 6 times now &amp; Im excited af! #InfinityWarTrailer',InfinityWarTrailer,"Toronto, Ontario"
"b'""Matt Lauer"" Matt dressed up as Dolly Parton for Halloween 2017 @TheTodayShow kinda shows what is on his mind and t\\u2026 https://t.co/9QFX8ciL7V'",,"Toronto, Ontario"
b'Literally me when someone asks me anything at work. https://t.co/uK6zTiN9x4',,"Toronto, Ontario"
b'Who here woke up &amp; thought of after work drinks? We did \\U0001f37e\\U0001f37e\\U0001f37e https://t.co/idcqnTPtay',,"Toronto, Ontario"
b'Sometimes I just want to dance and play. Sometimes I want to get into some trouble. \\U0001f609\\u270c\\ufe0f @\\u2026 https://t.co/RLMD9ouAO2',,"Toronto, Ontario"
b'Almost time for Beauties &amp; the Beast on Corus radio. Today I\\u2019m doing the show from the Ont PC Policy Convention\\u2026 https://t.co/XKZHl0PBx8',,"Toronto, Ontario"
b'Sens to the power play',,"Toronto, Ontario"
b'Me after watching JL: that was fun I liked it\\nMe after watching post-post JL credit scene: *literaly screaming in theatre* MY BBBBBBBY',,"Toronto, Ontario"
b'Two years shows you really care \\U0001f381 https://t.co/Fw3ftGroqX',,"Toronto, Ontario"
b'13 hours late for my morning workout but I made it',,"Toronto, Ontario"
"b'It\\u2019s all you can play for $5, and tomorrow is the last session of the season citypinball so\\u2026 https://t.co/lwJIFImpLX'",,"Toronto, Ontario"
"b'@CineplexMovies and that\\u2019s another day of a movie not working. Trying to see Justice League, 6:45 at Eglinton Town Centre.'",,"Toronto, Ontario"
b'Why am I crying watching Extreme Makeover Home Edition',,"Toronto, Ontario"
b'Why am I crying watching Extreme Makeover Home Edition',,"Toronto, Ontario"
b'I\\ufe0f want to show them to be appreciative of what their parents have been able to do (for them). \\U0001f44f\\U0001f3fd\\U0001f44f\\U0001f3fd\\U0001f44f\\U0001f3fd https://t.co/YLiGmc0uEx',,"Toronto, Ontario"
b'That\\u2019s exactly how the system works in the US. That\\u2019s called an overcriminalized system. Do better? Decrim\\u2026 https://t.co/ZJa44Rrbu6',,"Toronto, Ontario"
"b'@Chufmoney Another Q: Was very excited to play Wolfenstein 2, but reticent to spend full price, given how often sal\\u2026 https://t.co/l36mzUVAKw'",,"Toronto, Ontario"
b'Egfects work productivity produce emotional strains capability genetics smash of cells @APAPsychiatric @PsychToday @Psych_Studies',,"Toronto, Ontario"
b'Not watching any of the Black Mirror trailers. Going in blind so it can hit me like a semi truck.',,"Toronto, Ontario"
b'Very disappointed that as a result of flipping channels I have upped the amount of time I have spent watching Paul\\u2026 https://t.co/O3HcXBKr70',,"Toronto, Ontario"
"b'This quote explains what\'s happening today : ""The tendency to misconstrue as a necessary difference what shows up o\\u2026 https://t.co/NLeCTukCve'",,"Toronto, Ontario"
b'So excited for our sold out (!!!) show tonight at my fave Massey Hall in Toronto !',,"Toronto, Ontario"
"b""Good teams win games they definitely shouldn't have won.""",,"Toronto, Ontario"
b'I feel like I have a better chance winning the lotto than watching the raptors play hard for 48 minutes. #Wethenorth',Wethenorth,"Toronto, Ontario"
"b'*ATTN Torontonians* Bring any VINYL purchases you made today down to @HendersonBeerCo, and if they play one of your\\u2026 https://t.co/8DUhZmMAWZ'",,"Toronto, Ontario"
b'@iamAtheistGirl @Can_Skeptic_Wm This is such a stupid comparison.   Who the hell stones ppl to death for working on\\u2026 https://t.co/il8jMLf8c4',,"Toronto, Ontario"
b'RIP to the best music festival ever and RIP to the dream of myself and countless other musicians to one day play th\\u2026 https://t.co/dOWVurvRHR',,"Toronto, Ontario"
b'@soapsindepthcbs @BandB_CBS OMG its a kiss its not sex he did make a mistake but you can still work it out #BoldandBeautiful',BoldandBeautiful,"Toronto, Ontario"
"b""Final slide show of today's @Can2067STEM Youth Summit!  Only way forward is to work collaboratively!\\u2026 https://t.co/n3yj8EPQUc""",,"Toronto, Ontario"
b'Would like to watch these people put in this big ass tree in eaton like why it suh big and how them get it they ? Men slick hear ?',,"Toronto, Ontario"
b'My bf deserves the world because he comes to my basketball games and tries to give me a wine to the Barrington Levy\\u2026 https://t.co/enbs8upIhh',,"Toronto, Ontario"
b'I feel like Marc Chagall in front of @siwa_boza \\u2018s  magical work.\\n\\u201cLes Etres D\\u2019Africadia IV\\u2026 https://t.co/Wda6LMnS7X',,"Toronto, Ontario"
b'When my loud loud friends come to my playoff game Thursday &gt;&gt;&gt;',,"Toronto, Ontario"
"b""Watching @EdmontonOilers vs @NHLBruins, start of 2nd Q, and they're playing firestarter by prodigy... odd thing to play at a hockey game""",,"Toronto, Ontario"
b'#MyRide today!  #NiagaraFalls   Shopping \\U0001f6cd &amp; #Fallsview \\U0001f389 \\U0001f3ac\\U0001f3a5 I wrap a role in a popular TV show\\u2026 https://t.co/nKetXJsmvF',"MyRide,NiagaraFalls,Fallsview","Toronto, Ontario"
"b'What a small mind. We make workplace harassment laws for all workplaces. I know it\\u2019s tough, but there\\u2019s a real worl\\u2026 https://t.co/nodsttazfm'",,"Toronto, Ontario"
b'Saddened and disgusted by this @CTVToronto decision. Told Lance Brown last week that @MelodyInToronto and I watch e\\u2026 https://t.co/rO2inVDojr',,"Toronto, Ontario"
"b""\\u201cIf you want to become a great chef, you have to work with great chefs. And that's exactly what\\u2026 https://t.co/Ts7l6g5c61""",,"Toronto, Ontario"
b'@DrewieDavidson Throwback til da man bare kunne chille til Tyskland uden at skulle ha tjekket pas',,"Toronto, Ontario"
b'Huge win for Buffalo! They\\u2019re still in this playoff race #BillsMafia',BillsMafia,"Toronto, Ontario"
"b'Sunday all you can play for $5! And Tuesday is the end of the month matchplay. So, get in some\\u2026 https://t.co/YcxFh5in4V'",,"Toronto, Ontario"
b'This is heartbreaking. I hate that these two people who should be working together are being pitted against one ano\\u2026 https://t.co/Qnih0phiyl',,"Toronto, Ontario"
b'What did I just watch...5/6 https://t.co/CFZ64CHI0m',,"Toronto, Ontario"
b'Only a local would know this. They say NYC has known how this kkklan worked for years. The rest of the country/worl\\u2026 https://t.co/xCxSdipP2l',,"Toronto, Ontario"
"b'Have you heard? Dreamy synths are back, bay-bee...at least they are inside @GreatHallTO while getting lost watching\\u2026 https://t.co/Bf3GrxEvQ2'",,"Toronto, Ontario"
"b'You can only do so much - watch #Overstock CEO try to explain #Bitcoin to the financial ""experts"" of @FoxBusiness w\\u2026 https://t.co/P94C9kCYvy'","Overstock,Bitcoin","Toronto, Ontario"
b'Can\\u2019t decide to go to the sex show or to go to work to make money tonight \\U0001f629 thoughts?',,"Toronto, Ontario"
"b'#UFCShanghai What a #KnockOut @KelvinGastelum with the #Win! @ufc ufcfightpass @ Toronto, Ontario https://t.co/btDl6IWaPA'","UFCShanghai,KnockOut,Win","Toronto, Ontario"
b'Great review of @kiryianni  Diaporos and the work we do with Greek Wines. @ilovegreekwine @DrinkGreekWine \\nTY\\u2026 https://t.co/ZWJd698IBv',,"Toronto, Ontario"
b'Sad state of affairs when #Palace v #Stoke is the match you are showing on 4 channels....... @Sportsnet @premierleague',"Palace,Stoke","Toronto, Ontario"
"b'""\'Friends with benefits\' means something very different when talking about the rise of precarious work!"" -\\u2026 https://t.co/BOAocLQefN'",,"Toronto, Ontario"
"b""Guys...I'm working on my #FXMAS17 gift guide this weekend...are you guy excited to win prizes???! Starts December 1\\u2026 https://t.co/4yhhmjJgW4""",FXMAS17,"Toronto, Ontario"
b'A little sneak peak at our briefing with @CampJeffersonTO ! Stay tuned for more updates as we work on the next big\\u2026 https://t.co/wJfIuoTylX',,"Toronto, Ontario"
b'@TiborMate @EdlundEric @jaclyn613 @torontofc Good luck man.  I will be watching.',,"Toronto, Ontario"
