1305,New Brunswick / Nouveau-Brunswick,Kings
1306,New Brunswick / Nouveau-Brunswick,Albert
1307,New Brunswick / Nouveau-Brunswick,Westmorland
1308,New Brunswick / Nouveau-Brunswick,Kent
1309,New Brunswick / Nouveau-Brunswick,Northumberland
1310,New Brunswick / Nouveau-Brunswick,York
1311,New Brunswick / Nouveau-Brunswick,Carleton
1312,New Brunswick / Nouveau-Brunswick,Victoria
1313,New Brunswick / Nouveau-Brunswick,Madawaska
1314,New Brunswick / Nouveau-Brunswick,Restigouche
1315,New Brunswick / Nouveau-Brunswick,Gloucester
2401,Quebec / Québec,Les Îles-de-la-Madeleine
2402,Quebec / Québec,Le Rocher-Percé
2403,Quebec / Québec,La Côte-de-Gaspé
2404,Quebec / Québec,La Haute-Gaspésie
2405,Quebec / Québec,Bonaventure
2406,Quebec / Québec,Avignon
2407,Quebec / Québec,La Matapédia
2408,Quebec / Québec,Matane
2409,Quebec / Québec,La Mitis
2410,Quebec / Québec,Rimouski-Neigette
2411,Quebec / Québec,Les Basques
2412,Quebec / Québec,Rivière-du-Loup
2413,Quebec / Québec,Témiscouata
2414,Quebec / Québec,Kamouraska
2415,Quebec / Québec,Charlevoix-Est
2416,Quebec / Québec,Charlevoix
2417,Quebec / Québec,L'Islet
2418,Quebec / Québec,Montmagny
2419,Quebec / Québec,Bellechasse
2420,Quebec / Québec,L'Île-d'Orléans
2421,Quebec / Québec,La Côte-de-Beaupré
2422,Quebec / Québec,La Jacques-Cartier
2423,Quebec / Québec,Québec
2425,Quebec / Québec,Lévis
2426,Quebec / Québec,La Nouvelle-Beauce
2427,Quebec / Québec,Robert-Cliche
2428,Quebec / Québec,Les Etchemins
2429,Quebec / Québec,Beauce-Sartigan
2430,Quebec / Québec,Le Granit
2431,Quebec / Québec,Les Appalaches
2432,Quebec / Québec,L'Érable
2433,Quebec / Québec,Lotbinière
2434,Quebec / Québec,Portneuf
2435,Quebec / Québec,Mékinac
2436,Quebec / Québec,Shawinigan
2437,Quebec / Québec,Francheville
2438,Quebec / Québec,Bécancour
2439,Quebec / Québec,Arthabaska
2440,Quebec / Québec,Les Sources
2441,Quebec / Québec,Le Haut-Saint-François
2442,Quebec / Québec,Le Val-Saint-François
2443,Quebec / Québec,Sherbrooke
2444,Quebec / Québec,Coaticook
2445,Quebec / Québec,Memphrémagog
2446,Quebec / Québec,Brome-Missisquoi
2447,Quebec / Québec,La Haute-Yamaska
2448,Quebec / Québec,Acton
2449,Quebec / Québec,Drummond
2450,Quebec / Québec,Nicolet-Yamaska
2451,Quebec / Québec,Maskinongé
2452,Quebec / Québec,D'Autray
2453,Quebec / Québec,Pierre-De Saurel
2454,Quebec / Québec,Les Maskoutains
2455,Quebec / Québec,Rouville
2456,Quebec / Québec,Le Haut-Richelieu
2457,Quebec / Québec,La Vallée-du-Richelieu
2458,Quebec / Québec,Longueuil
2459,Quebec / Québec,Lajemmerais
2460,Quebec / Québec,L'Assomption
2461,Quebec / Québec,Joliette
2462,Quebec / Québec,Matawinie
2463,Quebec / Québec,Montcalm
2464,Quebec / Québec,Les Moulins
2465,Quebec / Québec,Laval
2466,Quebec / Québec,Montréal
2467,Quebec / Québec,Roussillon
2468,Quebec / Québec,Les Jardins-de-Napierville
2469,Quebec / Québec,Le Haut-Saint-Laurent
2470,Quebec / Québec,Beauharnois-Salaberry
2471,Quebec / Québec,Vaudreuil-Soulanges
2472,Quebec / Québec,Deux-Montagnes
2473,Quebec / Québec,Thérèse-De Blainville
2474,Quebec / Québec,Mirabel
2475,Quebec / Québec,La Rivière-du-Nord
2476,Quebec / Québec,Argenteuil
2477,Quebec / Québec,Les Pays-d'en-Haut
2478,Quebec / Québec,Les Laurentides
2479,Quebec / Québec,Antoine-Labelle
2480,Quebec / Québec,Papineau
2481,Quebec / Québec,Gatineau
2482,Quebec / Québec,Les Collines-de-l'Outaouais
2483,Quebec / Québec,La Vallée-de-la-Gatineau
2484,Quebec / Québec,Pontiac
2485,Quebec / Québec,Témiscamingue
2486,Quebec / Québec,Rouyn-Noranda
2487,Quebec / Québec,Abitibi-Ouest
2488,Quebec / Québec,Abitibi
2489,Quebec / Québec,La Vallée-de-l'Or
2490,Quebec / Québec,La Tuque
2491,Quebec / Québec,Le Domaine-du-Roy
2492,Quebec / Québec,Maria-Chapdelaine
2493,Quebec / Québec,Lac-Saint-Jean-Est
2494,Quebec / Québec,Le Saguenay-et-son-Fjord
2495,Quebec / Québec,La Haute-Côte-Nord
2496,Quebec / Québec,Manicouagan
2497,Quebec / Québec,Sept-Rivières--Caniapiscau
2498,Quebec / Québec,Minganie--Le Golfe-du-Saint-Laurent
2499,Quebec / Québec,Nord-du-Québec
3501,Ontario,Stormont, Dundas and Glengarry
3502,Ontario,Prescott and Russell
3506,Ontario,Ottawa
3507,Ontario,Leeds and Grenville
3509,Ontario,Lanark
3510,Ontario,Frontenac
3511,Ontario,Lennox and Addington
3512,Ontario,Hastings
3513,Ontario,Prince Edward
3514,Ontario,Northumberland
3515,Ontario,Peterborough
3516,Ontario,Kawartha Lakes
3518,Ontario,Durham
3519,Ontario,York
3520,Ontario,Toronto
3521,Ontario,Peel
3522,Ontario,Dufferin
3523,Ontario,Wellington
3524,Ontario,Halton
3525,Ontario,Hamilton
3526,Ontario,Niagara
3528,Ontario,Haldimand-Norfolk
3529,Ontario,Brant
3530,Ontario,Waterloo
3531,Ontario,Perth
3532,Ontario,Oxford
3534,Ontario,Elgin
3536,Ontario,Chatham-Kent
3537,Ontario,Essex
3538,Ontario,Lambton
3539,Ontario,Middlesex
3540,Ontario,Huron
3541,Ontario,Bruce
3542,Ontario,Grey
3543,Ontario,Simcoe
3544,Ontario,Muskoka
3546,Ontario,Haliburton
3547,Ontario,Renfrew
3548,Ontario,Nipissing
3549,Ontario,Parry Sound
3551,Ontario,Manitoulin
3552,Ontario,Sudbury
3553,Ontario,Greater Sudbury / Grand Sudbury
3554,Ontario,Timiskaming
3556,Ontario,Cochrane
3557,Ontario,Algoma
3558,Ontario,Thunder Bay
3559,Ontario,Rainy River
3560,Ontario,Kenora
4601,Manitoba,Division No. 1
4602,Manitoba,Division No. 2
4603,Manitoba,Division No. 3
4604,Manitoba,Division No. 4
4605,Manitoba,Division No. 5
4606,Manitoba,Division No. 6
4607,Manitoba,Division No. 7
4608,Manitoba,Division No. 8
4609,Manitoba,Division No. 9
4610,Manitoba,Division No. 10
4611,Manitoba,Division No. 11
4612,Manitoba,Division No. 12
4613,Manitoba,Division No. 13
4614,Manitoba,Division No. 14
4615,Manitoba,Division No. 15
4616,Manitoba,Division No. 16
4617,Manitoba,Division No. 17
4618,Manitoba,Division No. 18
4619,Manitoba,Division No. 19
4620,Manitoba,Division No. 20
4621,Manitoba,Division No. 21
4622,Manitoba,Division No. 22
4623,Manitoba,Division No. 23
4701,Saskatchewan,Division No. 1
4702,Saskatchewan,Division No. 2
4703,Saskatchewan,Division No. 3
4704,Saskatchewan,Division No. 4
4705,Saskatchewan,Division No. 5
4706,Saskatchewan,Division No. 6
4707,Saskatchewan,Division No. 7
4708,Saskatchewan,Division No. 8
4709,Saskatchewan,Division No. 9
4710,Saskatchewan,Division No. 10
4711,Saskatchewan,Division No. 11
4712,Saskatchewan,Division No. 12
4713,Saskatchewan,Division No. 13
4714,Saskatchewan,Division No. 14
4715,Saskatchewan,Division No. 15
4716,Saskatchewan,Division No. 16
4717,Saskatchewan,Division No. 17
4718,Saskatchewan,Division No. 18
4801,Alberta,Division No. 1
4802,Alberta,Division No. 2
4803,Alberta,Division No. 3
4804,Alberta,Division No. 4
4805,Alberta,Division No. 5
4806,Alberta,Division No. 6
4807,Alberta,Division No. 7
4808,Alberta,Division No. 8
4809,Alberta,Division No. 9
4810,Alberta,Division No. 10
4811,Alberta,Division No. 11
4812,Alberta,Division No. 12
4813,Alberta,Division No. 13
4814,Alberta,Division No. 14
4815,Alberta,Division No. 15
4816,Alberta,Division No. 16
4817,Alberta,Division No. 17
4818,Alberta,Division No. 18
4819,Alberta,Division No. 19
5901,British Columbia / Colombie-Britannique,East Kootenay
5903,British Columbia / Colombie-Britannique,Central Kootenay
5905,British Columbia / Colombie-Britannique,Kootenay Boundary
5907,British Columbia / Colombie-Britannique,Okanagan-Similkameen
5909,British Columbia / Colombie-Britannique,Fraser Valley
5915,British Columbia / Colombie-Britannique,Greater Vancouver
5917,British Columbia / Colombie-Britannique,Capital
5919,British Columbia / Colombie-Britannique,Cowichan Valley
5921,British Columbia / Colombie-Britannique,Nanaimo
5923,British Columbia / Colombie-Britannique,Alberni-Clayoquot
5924,British Columbia / Colombie-Britannique,Strathcona
5926,British Columbia / Colombie-Britannique,Comox Valley
5927,British Columbia / Colombie-Britannique,Powell River
5929,British Columbia / Colombie-Britannique,Sunshine Coast
5931,British Columbia / Colombie-Britannique,Squamish-Lillooet
5933,British Columbia / Colombie-Britannique,Thompson-Nicola
5935,British Columbia / Colombie-Britannique,Central Okanagan
5937,British Columbia / Colombie-Britannique,North Okanagan
5939,British Columbia / Colombie-Britannique,Columbia-Shuswap
5941,British Columbia / Colombie-Britannique,Cariboo
5943,British Columbia / Colombie-Britannique,Mount Waddington
5945,British Columbia / Colombie-Britannique,Central Coast
5947,British Columbia / Colombie-Britannique,Skeena-Queen Charlotte
5949,British Columbia / Colombie-Britannique,Kitimat-Stikine
5951,British Columbia / Colombie-Britannique,Bulkley-Nechako
5953,British Columbia / Colombie-Britannique,Fraser-Fort George
5955,British Columbia / Colombie-Britannique,Peace River
5957,British Columbia / Colombie-Britannique,Stikine
5959,British Columbia / Colombie-Britannique,Northern Rockies
6001,Yukon,Yukon
6101,Northwest Territories / Territoires du Nord-Ouest,Region 1
6102,Northwest Territories / Territoires du Nord-Ouest,Region 2
6103,Northwest Territories / Territoires du Nord-Ouest,Region 3
6104,Northwest Territories / Territoires du Nord-Ouest,Region 4
6105,Northwest Territories / Territoires du Nord-Ouest,Region 5
6106,Northwest Territories / Territoires du Nord-Ouest,Region 6
6204,Nunavut,Baffin
6205,Nunavut,Keewatin
6208,Nunavut,Kitikmeot
